Manufacturer,Typecode,nd,vd,ne,ve,PgF,dPgF,PrecisionMolding
Ohara,S-FPL51,1.49700,81.5468,1.49845,81.1526,0.537497,0.0280,
Ohara,S-FPL53,1.43875,94.9471,1.43985,94.4942,0.534342,0.0461,
Ohara,S-FPL55,1.43875,94.6622,1.43986,94.2172,0.534036,0.0457,
Ohara,S-FPM2,1.59522,67.7365,1.59732,67.3743,0.544273,0.0123,
Ohara,S-FPM3,1.53775,74.7040,1.53947,74.3420,0.539374,0.0186,
Ohara,S-FPM4,1.52841,76.4537,1.53006,76.0735,0.539551,0.0218,
Ohara,S-FPM5,1.55200,70.6979,1.55386,70.3377,0.542203,0.0150,
Ohara,S-FSL5,1.48749,70.2371,1.48915,70.0401,0.530088,0.0022,
Ohara,S-BSL7,1.51633,64.1428,1.51825,63.9307,0.535322,-0.0024,
Ohara,S-BSM2,1.60738,56.8168,1.60993,56.5290,0.548420,-0.0013,
Ohara,S-BSM10,1.62280,57.0534,1.62540,56.7807,0.546412,-0.0028,
Ohara,S-BSM14,1.60311,60.6418,1.60548,60.3871,0.541497,-0.0019,
Ohara,S-BSM15,1.62299,58.1665,1.62554,57.8948,0.545900,-0.0016,
Ohara,S-BSM16,1.62041,60.2903,1.62286,60.0292,0.542676,-0.0012,
Ohara,S-BSM18,1.63854,55.3807,1.64129,55.1042,0.548591,-0.0035,
Ohara,S-BSM25,1.65844,50.8782,1.66152,50.5920,0.556133,-0.0031,
Ohara,S-BSM28,1.61772,49.8157,1.62067,49.5206,0.560361,-0.0006,
Ohara,S-BSM71,1.64850,53.0245,1.65141,52.7318,0.554882,-0.0010,
Ohara,S-BSM81,1.64000,60.0788,1.64254,59.8818,0.537053,-0.0073,
Ohara,S-NSL3,1.51823,58.9028,1.52033,58.6283,0.545684,-0.0005,
Ohara,S-NSL36,1.51742,52.4315,1.51976,52.1442,0.556502,-0.0002,
Ohara,S-BAL3,1.57135,52.9527,1.57392,52.6551,0.555460,-0.0005,
Ohara,S-BAL12,1.53996,59.4632,1.54212,59.1942,0.544193,-0.0012,
Ohara,S-BAL14,1.56883,56.3646,1.57124,56.0875,0.548912,-0.0014,
Ohara,S-BAL35,1.58913,61.1357,1.59143,60.8863,0.540682,-0.0018,
Ohara,S-BAL42,1.58313,59.3754,1.58547,59.1089,0.543467,-0.0020,
Ohara,S-BAM4,1.60562,43.7075,1.60891,43.4137,0.572151,0.0013,
Ohara,S-BAM12,1.63930,44.8734,1.64268,44.5878,0.568444,-0.0006,
Ohara,S-BAH11,1.66672,48.3258,1.67000,48.0377,0.561023,-0.0024,
Ohara,S-BAH27,1.70154,41.2399,1.70557,40.9555,0.576651,0.0018,
Ohara,S-BAH28,1.72342,37.9561,1.72793,37.6786,0.583720,0.0035,
Ohara,S-PHM52,1.61800,63.3343,1.62033,63.0223,0.544156,0.0051,
Ohara,S-PHM52Q,1.61800,63.3222,1.62033,63.0290,0.542723,0.0036,
Ohara,S-PHM53,1.60300,65.4444,1.60520,65.1568,0.540230,0.0045,
Ohara,S-TIL1,1.54814,45.7848,1.55098,45.4934,0.568607,0.0012,
Ohara,S-TIL2,1.54072,47.2277,1.54344,46.9402,0.565129,0.0000,
Ohara,S-TIL6,1.53172,48.8413,1.53430,48.5490,0.563106,0.0007,
Ohara,S-TIL25,1.58144,40.7481,1.58482,40.4698,0.577581,0.0019,
Ohara,S-TIL26,1.56732,42.8176,1.57047,42.5371,0.573105,0.0009,
Ohara,S-TIL27,1.57501,41.5057,1.57829,41.2232,0.576731,0.0024,
Ohara,S-TIM2,1.62004,36.2638,1.62409,35.9958,0.588015,0.0051,
Ohara,S-TIM5,1.60342,38.0278,1.60718,37.7553,0.583577,0.0036,
Ohara,S-TIM8,1.59551,39.2428,1.59911,38.9683,0.580445,0.0023,
Ohara,S-TIM25,1.67270,32.0996,1.67765,31.8463,0.598925,0.0093,
Ohara,S-TIM27,1.63980,34.4669,1.64419,34.2033,0.592345,0.0065,
Ohara,S-TIM28,1.68893,31.0758,1.69417,30.8315,0.600422,0.0092,
Ohara,S-TIM35,1.69895,30.1282,1.70442,29.8901,0.603000,0.0103,
Ohara,S-TIH1,1.71736,29.5185,1.72310,29.2827,0.604843,0.0110,
Ohara,S-TIH3,1.74000,28.2964,1.74617,28.0693,0.607912,0.0122,
Ohara,S-TIH4,1.75520,27.5124,1.76167,27.2900,0.610349,0.0133,
Ohara,S-TIH6,1.80518,25.4257,1.81264,25.2201,0.616174,0.0158,
Ohara,S-TIH10,1.72825,28.4610,1.73429,28.2325,0.607737,0.0123,
Ohara,S-TIH11,1.78472,25.6838,1.79192,25.4746,0.616226,0.0162,
Ohara,S-TIH13,1.74077,27.7897,1.74705,27.5653,0.609623,0.0130,
Ohara,S-TIH14,1.76182,26.5182,1.76859,26.3033,0.613627,0.0150,
Ohara,S-TIH18,1.72151,29.2327,1.72733,28.9991,0.605430,0.0111,
Ohara,S-TIH53,1.84666,23.7782,1.85504,23.5898,0.620555,0.0175,
Ohara,S-TIH53W,1.84666,23.7782,1.85504,23.5898,0.620555,0.0175,
Ohara,S-TIH53WN,1.84666,23.8641,1.85501,23.6732,0.620949,0.0179,
Ohara,S-TIH57,1.96300,24.1147,1.97240,23.9185,0.621272,0.0187,
Ohara,S-LAL7Q,1.65160,58.5451,1.65425,58.3383,0.539021,-0.0078,
Ohara,S-LAL8,1.71299,53.8677,1.71615,53.6359,0.545881,-0.0084,
Ohara,S-LAL9,1.69100,54.8232,1.69401,54.5905,0.545008,-0.0079,
Ohara,S-LAL10,1.72000,50.2312,1.72341,49.9824,0.552155,-0.0081,
Ohara,S-LAL12,1.67790,55.3419,1.68082,55.0784,0.547274,-0.0047,
Ohara,S-LAL12Q,1.67790,55.3475,1.68082,55.1221,0.543408,-0.0085,
Ohara,S-LAL14,1.69680,55.5329,1.69979,55.3096,0.543421,-0.0082,
Ohara,S-LAL18,1.72916,54.6807,1.73234,54.4520,0.544526,-0.0086,
Ohara,S-LAL18N,1.72916,54.5934,1.73234,54.3677,0.544272,-0.0089,
Ohara,S-LAL19,1.72916,54.0959,1.73237,53.8692,0.544918,-0.0092,
Ohara,S-LAL20,1.69930,51.1128,1.70256,50.8166,0.555244,-0.0036,
Ohara,S-LAL21,1.70300,52.3800,1.70620,52.1099,0.550714,-0.0061,
Ohara,S-LAL54Q,1.65100,56.2390,1.65376,56.0187,0.542114,-0.0085,
Ohara,S-LAL58,1.69350,50.8113,1.69675,50.5301,0.554721,-0.0047,
Ohara,S-LAL59,1.73400,51.4712,1.73739,51.2365,0.548756,-0.0096,
Ohara,S-LAL61,1.74100,52.6371,1.74435,52.4083,0.546774,-0.0096,
Ohara,S-LAL61Q,1.74100,52.6026,1.74436,52.3602,0.547933,-0.0085,
Ohara,S-LAM2,1.74400,44.7870,1.74795,44.5076,0.565613,-0.0035,
Ohara,S-LAM3,1.71700,47.9285,1.72056,47.6434,0.560632,-0.0034,
Ohara,S-LAM7,1.74950,35.2838,1.75453,35.0242,0.587060,0.0025,
Ohara,S-LAM55,1.76200,40.1007,1.76651,39.8256,0.576565,-0.0001,
Ohara,S-LAM60,1.74320,49.3400,1.74678,49.0982,0.553135,-0.0085,
Ohara,S-LAM66,1.80100,34.9678,1.80642,34.7213,0.586437,0.0015,
Ohara,S-LAM73,1.79360,37.0899,1.79867,36.8189,0.582857,0.0013,
Ohara,S-LAH51,1.78590,44.2032,1.79012,43.9480,0.563186,-0.0069,
Ohara,S-LAH52,1.79952,42.2255,1.80401,41.9699,0.567281,-0.0060,
Ohara,S-LAH52Q,1.79952,42.2400,1.80402,41.9780,0.567593,-0.0056,
Ohara,S-LAH53,1.80610,40.9265,1.81078,40.6719,0.570208,-0.0052,
Ohara,S-LAH53V,1.80610,40.9303,1.81078,40.6675,0.571429,-0.0039,
Ohara,S-LAH55V,1.83481,42.7258,1.83945,42.4757,0.564874,-0.0075,
Ohara,S-LAH55VS,1.83481,42.7442,1.83945,42.4917,0.564914,-0.0075,
Ohara,S-LAH58,1.88300,40.7656,1.88815,40.5200,0.566803,-0.0088,
Ohara,S-LAH59,1.81600,46.6211,1.82017,46.3702,0.556832,-0.0092,
Ohara,S-LAH60,1.83400,37.1609,1.83932,36.9170,0.577601,-0.0037,
Ohara,S-LAH60MQ,1.83400,37.1726,1.83932,36.9180,0.578674,-0.0027,
Ohara,S-LAH60V,1.83400,37.2073,1.83931,36.9493,0.580834,-0.0006,
Ohara,S-LAH63Q,1.80440,39.5810,1.80922,39.3112,0.576245,-0.0012,
Ohara,S-LAH64,1.78800,47.3691,1.79196,47.1244,0.555999,-0.0089,
Ohara,S-LAH65V,1.80400,46.5840,1.80811,46.3379,0.557314,-0.0088,
Ohara,S-LAH65VS,1.80400,46.5281,1.80811,46.2760,0.557770,-0.0085,
Ohara,S-LAH66,1.77250,49.5990,1.77621,49.3575,0.552131,-0.0092,
Ohara,S-LAH66N,1.77250,49.5485,1.77621,49.3092,0.551904,-0.0094,
Ohara,S-LAH71,1.85026,32.2705,1.85649,32.0264,0.593010,0.0036,
Ohara,S-LAH79,2.00330,28.2736,2.01169,28.0709,0.598039,0.0023,
Ohara,S-LAH88,1.91650,31.6045,1.92336,31.3802,0.591187,0.0008,
Ohara,S-LAH89,1.85150,40.7828,1.85646,40.5264,0.569596,-0.0060,
Ohara,S-LAH92,1.89190,37.1345,1.89760,36.8826,0.578146,-0.0034,
Ohara,S-LAH93,1.90525,35.0373,1.91137,34.7859,0.584880,0.0000,
Ohara,S-LAH95,1.90366,31.3435,1.91048,31.1042,0.596372,0.0055,
Ohara,S-LAH96,1.76385,48.4893,1.76760,48.2099,0.558994,-0.0041,
Ohara,S-LAH97,1.75500,52.3194,1.75844,52.0847,0.547581,-0.0094,
Ohara,S-LAH98,1.95375,32.3251,1.96073,32.0893,0.590580,0.0013,
Ohara,S-LAH99,2.00100,29.1398,2.00912,28.9196,0.599760,0.0054,
Ohara,S-LAH99W,2.00100,29.1398,2.00912,28.9196,0.599760,0.0054,
Ohara,S-FTM16,1.59270,35.3105,1.59667,35.0353,0.593378,0.0090,
Ohara,S-NBM51,1.61340,44.2682,1.61669,44.0230,0.563411,-0.0065,
Ohara,S-NBM52,1.62205,41.0798,1.62564,40.8381,0.569182,-0.0060,
Ohara,S-NBH5,1.65412,39.6833,1.65803,39.4341,0.573797,-0.0036,
Ohara,S-NBH8,1.72047,34.7084,1.72538,34.4742,0.583514,-0.0019,
Ohara,S-NBH51,1.74950,35.3329,1.75453,35.0978,0.581902,-0.0025,
Ohara,S-NBH52V,1.67300,38.2565,1.67717,38.0135,0.575811,-0.0039,
Ohara,S-NBH53V,1.73800,32.3270,1.74340,32.1003,0.590064,0.0008,
Ohara,S-NBH55,1.80000,29.8451,1.80633,29.6105,0.601796,0.0085,
Ohara,S-NBH56,1.85478,24.7993,1.86290,24.6145,0.612333,0.0109,
Ohara,S-NBH57,1.85025,30.0468,1.85694,29.8196,0.597984,0.0051,
Ohara,S-NBH58,1.78880,28.4290,1.79535,28.2205,0.600936,0.0054,
Ohara,S-NBH59,1.76634,35.8239,1.77141,35.5883,0.579326,-0.0043,
Ohara,S-NPH1,1.80809,22.7611,1.81643,22.5698,0.630748,0.0261,
Ohara,S-NPH1W,1.80809,22.7611,1.81643,22.5698,0.630748,0.0261,
Ohara,S-NPH2,1.92286,18.8972,1.93429,18.7414,0.649618,0.0386,
Ohara,S-NPH3,1.95906,17.4715,1.97188,17.3271,0.659950,0.0466,
Ohara,S-NPH4,1.89286,20.3621,1.90314,20.1957,0.639459,0.0308,
Ohara,S-NPH5,1.85896,22.7290,1.86784,22.5424,0.628453,0.0237,
Ohara,S-NPH7,1.77830,23.9119,1.78595,23.7119,0.624913,0.0220,
Ohara,L-BSL7,1.51633,64.0659,1.51825,63.8758,0.533462,-0.0045,1
Ohara,L-BAL35,1.58913,61.1533,1.59143,60.9327,0.538255,-0.0043,1
Ohara,L-BAL35P,1.59208,60.9947,1.59440,60.7754,0.538234,-0.0046,1
Ohara,L-BAL42,1.58313,59.3864,1.58547,59.1320,0.542384,-0.0031,1
Ohara,L-BAL42P,1.58593,59.2490,1.58829,58.9948,0.542638,-0.0031,1
Ohara,L-BAL43,1.58573,59.6977,1.58807,59.4507,0.541598,-0.0034,1
Ohara,L-TIM28,1.68948,31.0238,1.69473,30.7828,0.598755,0.0074,1
Ohara,L-LAL13,1.69350,53.1864,1.69661,52.9371,0.548329,-0.0072,1
Ohara,L-LAL15,1.69304,52.9312,1.69616,52.7022,0.546743,-0.0091,1
Ohara,L-LAM60,1.74320,49.2962,1.74679,49.0471,0.553041,-0.0088,1
Ohara,L-LAM69,1.73077,40.5087,1.73505,40.2520,0.572808,-0.0031,1
Ohara,L-LAH53,1.80625,40.9078,1.81093,40.6564,0.569219,-0.0062,1
Ohara,L-LAH84,1.80835,40.5490,1.81309,40.2979,0.569323,-0.0067,1
Ohara,L-LAH85V,1.85400,40.3789,1.85902,40.1305,0.568918,-0.0073,1
Ohara,L-LAH90,1.83220,40.0981,1.83713,39.8434,0.571527,-0.0052,1
Ohara,L-LAH91,1.76450,49.0975,1.76821,48.8505,0.552908,-0.0092,1
Ohara,L-LAH94,1.86100,37.0982,1.86650,36.8470,0.578583,-0.0029,1
Ohara,LAH80,1.88500,30.1642,1.89193,29.9393,0.598022,0.0052,
Ohara,PBH56,1.84139,24.5594,1.84947,24.3714,0.612752,0.0110,
Ohara,S-BAL41,1.56384,60.6673,1.56606,60.4236,0.540319,-0.0031,
Ohara,S-LAL7,1.65160,58.5513,1.65425,58.3036,0.542680,-0.0042,
Ohara,S-LAL54,1.65100,56.1644,1.65376,55.8897,0.548190,-0.0024,
Ohara,S-LAM61,1.72000,46.0251,1.72372,45.7474,0.563593,-0.0035,
Ohara,S-BAL2,1.57099,50.8005,1.57366,50.5046,0.558890,-0.0005,
Ohara,S-BAH10,1.67003,47.2315,1.67340,46.9471,0.562780,-0.0024,
Ohara,S-TIM22,1.64769,33.7932,1.65222,33.5331,0.593942,0.0070,
Ohara,S-TIH23,1.78470,26.2916,1.79173,26.0790,0.613619,0.0146,
Ohara,S-LAL13,1.69350,53.2060,1.69661,52.9678,0.547323,-0.0081,
Ohara,S-LAM54,1.75700,47.8237,1.76076,47.5773,0.556638,-0.0076,
Ohara,S-LAH63,1.80440,39.5866,1.80922,39.3353,0.572989,-0.0045,
Ohara,L-TIM28P,1.69453,30.6564,1.69988,30.4183,0.599316,0.0073,1
Hoya,FC5,1.48749,70.4420,1.48914,70.2421,0.530630,0.0090,
Hoya,FCD1,1.49700,81.6093,1.49845,81.2026,0.538889,0.0374,
Hoya,FCD1B,1.49710,81.5605,1.49856,81.1570,0.538493,0.0369,
Hoya,FCD10A,1.45860,90.1960,1.45981,89.7676,0.535172,0.0490,
Hoya,FCD100,1.43700,95.1015,1.43810,94.6607,0.533656,0.0564,
Hoya,FCD500,1.55397,71.7624,1.55581,71.3983,0.539330,0.0200,
Hoya,FCD515,1.59282,68.6252,1.59489,68.2511,0.544153,0.0192,
Hoya,FCD600,1.59410,60.4754,1.59644,60.1019,0.555178,0.0156,
Hoya,FCD615,1.57144,71.6166,1.57334,71.2437,0.541945,0.0224,
Hoya,FCD705,1.55032,75.4972,1.55206,75.1202,0.540023,0.0276,
Hoya,FCD915,1.48071,85.2970,1.48205,84.8893,0.536246,0.0413,
Hoya,PCD4,1.61800,63.3966,1.62032,63.1146,0.540164,0.0059,
Hoya,PCD40,1.61997,63.8807,1.62228,63.5801,0.542539,0.0092,
Hoya,PCD51,1.59349,67.0026,1.59561,66.7452,0.536682,0.0088,
Hoya,BSC7,1.51680,64.1990,1.51872,64.0017,0.534318,0.0015,
Hoya,E-C3,1.51823,58.9616,1.52033,58.6887,0.544215,0.0020,
Hoya,BAC4,1.56883,56.0448,1.57125,55.7767,0.548546,0.0010,
Hoya,BACD5,1.58913,61.2533,1.59142,61.0132,0.540390,0.0022,
Hoya,BACD16,1.62041,60.3446,1.62286,60.1059,0.539477,-0.0003,
Hoya,BACED5,1.65844,50.8552,1.66152,50.5689,0.557569,0.0008,
Hoya,LAC8,1.71300,53.9395,1.71615,53.7183,0.544257,-0.0071,
Hoya,LAC14,1.69680,55.4603,1.69980,55.2473,0.542612,-0.0060,
Hoya,TAC6L,1.75500,52.3184,1.75844,52.0849,0.547451,-0.0068,
Hoya,TAC6,1.75500,52.3235,1.75844,52.0873,0.547386,-0.0069,
Hoya,TAC8P,1.72916,54.5382,1.73235,54.3090,0.545366,-0.0049,
Hoya,TAC8,1.72916,54.6742,1.73234,54.4451,0.545356,-0.0046,
Hoya,E-CF6,1.51742,52.1514,1.51978,51.8544,0.558978,0.0045,
Hoya,E-FEL1,1.54814,45.8213,1.55098,45.5212,0.570051,0.0041,
Hoya,E-FEL2,1.54072,47.2013,1.54344,46.8992,0.567856,0.0044,
Hoya,E-FL5,1.58144,40.8912,1.58481,40.6119,0.576820,0.0020,
Hoya,E-FL6,1.56732,42.8423,1.57046,42.5566,0.574379,0.0031,
Hoya,E-F2,1.62004,36.3011,1.62408,36.0379,0.587309,0.0043,
Hoya,E-F5,1.60342,38.0111,1.60718,37.7423,0.582842,0.0029,
Hoya,E-FD1L,1.71736,29.5012,1.72310,29.2690,0.604054,0.0088,
Hoya,E-FD2,1.64769,33.8410,1.65222,33.5837,0.592448,0.0049,
Hoya,E-FD4L,1.75520,27.5306,1.76167,27.3108,0.609881,0.0111,
Hoya,E-FD5,1.67270,32.1709,1.67764,31.9243,0.596342,0.0059,
Hoya,E-FD8,1.68893,31.1609,1.69415,30.9197,0.599020,0.0067,
Hoya,E-FD80,1.68960,31.1389,1.69483,30.8875,0.603207,0.0108,
Hoya,E-FD10L,1.72825,28.3212,1.73432,28.0966,0.607569,0.0102,
Hoya,E-FD13,1.74077,27.7608,1.74707,27.5428,0.607787,0.0094,
Hoya,E-FD15L,1.69895,30.0508,1.70444,29.8156,0.602832,0.0085,
Hoya,FD60-W,1.80518,25.4568,1.81263,25.2530,0.615738,0.0132,
Hoya,FD60,1.80518,25.4568,1.81263,25.2530,0.615738,0.0132,
Hoya,FD110,1.78472,25.7211,1.79191,25.5118,0.615861,0.0138,
Hoya,FD140,1.76182,26.6094,1.76857,26.3946,0.612347,0.0119,
Hoya,FD225,1.80809,22.7646,1.81643,22.5781,0.628697,0.0213,
Hoya,FD270,1.68430,26.8138,1.69031,26.5734,0.623202,0.0231,
Hoya,FD300,1.62423,30.0502,1.62912,29.7604,0.622849,0.0286,
Hoya,E-FDS1-W,1.92286,20.8807,1.93323,20.7062,0.639016,0.0283,
Hoya,E-FDS1,1.92286,20.8807,1.93323,20.7062,0.639016,0.0283,
Hoya,E-FDS2,2.00272,19.3174,2.01489,19.1605,0.645158,0.0316,
Hoya,E-FDS3-W,2.10420,17.0187,2.11935,16.8759,0.663125,0.0454,
Hoya,FDS16-W,1.98612,16.4841,2.00009,16.3539,0.665595,0.0469,
Hoya,FDS165-W,1.98611,17.2495,1.99947,17.1110,0.660414,0.0431,
Hoya,FDS18-W,1.94594,17.9845,1.95825,17.8389,0.654614,0.0386,
Hoya,FDS18,1.94594,17.9845,1.95825,17.8389,0.654614,0.0386,
Hoya,FDS20-W,1.86966,20.0195,1.87984,19.8544,0.643510,0.0312,
Hoya,FDS24-W,1.92119,23.9565,1.93024,23.7657,0.620267,0.0150,
Hoya,FDS24-SW,1.92119,23.9565,1.93024,23.7657,0.620267,0.0150,
Hoya,FDS90-SGP,1.84666,23.8362,1.85503,23.6480,0.620131,0.0147,
Hoya,FDS90-SG,1.84666,23.7851,1.85505,23.5987,0.619247,0.0137,
Hoya,FF5,1.59270,35.4461,1.59666,35.1672,0.592729,0.0082,
Hoya,FF8,1.75211,25.0479,1.75918,24.8423,0.619256,0.0160,
Hoya,BAFD7,1.70154,41.1495,1.70559,40.8567,0.577051,0.0028,
Hoya,BAFD8,1.72342,37.9946,1.72793,37.7239,0.582040,0.0021,
Hoya,LAF2,1.74400,44.8996,1.74794,44.6274,0.563097,-0.0044,
Hoya,LAF3,1.71700,47.9817,1.72056,47.7253,0.555764,-0.0063,
Hoya,LAF45,1.61396,44.2937,1.61725,44.0549,0.563217,-0.0054,
Hoya,NBF1,1.74330,49.2222,1.74690,48.9899,0.549475,-0.0103,
Hoya,NBFD10,1.83400,37.3455,1.83930,37.0906,0.579097,-0.0021,
Hoya,NBFD11,1.78590,43.9349,1.79015,43.7027,0.561190,-0.0081,
Hoya,NBFD13,1.80610,40.7348,1.81081,40.4929,0.567206,-0.0078,
Hoya,NBFD15-W,1.80610,33.2698,1.81184,33.0303,0.588468,0.0000,
Hoya,NBFD15,1.80610,33.2698,1.81184,33.0303,0.588468,0.0000,
Hoya,NBFD25,1.85451,25.1550,1.86252,24.9702,0.610326,0.0073,
Hoya,NBFD26,1.83401,25.9659,1.84159,25.7754,0.607683,0.0061,
Hoya,NBFD265,1.95203,26.1961,1.96061,25.9937,0.610126,0.0089,
Hoya,NBFD27,1.90110,27.0586,1.90896,26.8518,0.607199,0.0076,
Hoya,NBFD29,1.77047,29.7361,1.77660,29.5253,0.595157,0.0003,
Hoya,NBFD30,1.85883,29.9975,1.86560,29.7731,0.597950,0.0036,
Hoya,NBFD32,1.73037,32.2336,1.73573,32.0048,0.589978,-0.0004,
Hoya,NBFD38,1.65253,39.4806,1.65645,39.2403,0.573195,-0.0041,
Hoya,TAF1,1.77250,49.6249,1.77621,49.3925,0.550396,-0.0086,
Hoya,TAF3D,1.80420,46.5033,1.80831,46.2579,0.557283,-0.0074,
Hoya,TAF48,1.79091,48.0925,1.79482,47.8444,0.554398,-0.0074,
Hoya,TAFD5G,1.83481,42.7220,1.83945,42.4705,0.564787,-0.0067,
Hoya,TAFD25L,1.90366,31.3165,1.91048,31.0813,0.595938,0.0040,
Hoya,TAFD25,1.90366,31.3154,1.91048,31.0809,0.594827,0.0028,
Hoya,TAFD30,1.88300,40.8059,1.88815,40.5614,0.565584,-0.0093,
Hoya,TAFD32,1.87070,40.7291,1.87578,40.4786,0.568268,-0.0068,
Hoya,TAFD33,1.88100,40.1393,1.88622,39.8863,0.570120,-0.0060,
Hoya,TAFD34,1.85033,42.6968,1.85506,42.4418,0.564597,-0.0069,
Hoya,TAFD35L,1.91082,35.2545,1.91694,35.0067,0.583364,-0.0016,
Hoya,TAFD37A,1.90043,37.3729,1.90615,37.1231,0.576696,-0.0044,
Hoya,TAFD40-W,2.00069,25.4587,2.00996,25.2590,0.613659,0.0111,
Hoya,TAFD40,2.00069,25.4587,2.00996,25.2590,0.613659,0.0111,
Hoya,TAFD45L,1.95375,32.3181,1.96074,32.0850,0.589998,-0.0002,
Hoya,TAFD45,1.95375,32.3192,1.96073,32.0849,0.590161,0.0000,
Hoya,TAFD55-W,2.00100,29.1351,2.00912,28.9160,0.599535,0.0036,
Hoya,TAFD55,2.00100,29.1351,2.00912,28.9160,0.599535,0.0036,
Hoya,TAFD65,2.05090,26.9427,2.06011,26.7398,0.605208,0.0053,
Hoya,TAFD75-W,2.10200,23.3856,2.11309,23.2032,0.620298,0.0140,
Hoya,FCD10,1.45650,90.2708,1.45771,89.8383,0.534787,0.0488,
Hoya,FCD505,1.59282,68.6252,1.59489,68.2511,0.544153,0.0192,
Hoya,LBC3N,1.60625,63.7117,1.60852,63.3901,0.544489,0.0108,
Hoya,BACD2,1.60738,56.7146,1.60994,56.4304,0.548187,0.0020,
Hoya,BACD4,1.61272,58.5789,1.61521,58.3062,0.544857,0.0019,
Hoya,BACD11,1.56384,60.8308,1.56605,60.5785,0.540838,0.0019,
Hoya,BACD14,1.60311,60.6953,1.60548,60.4297,0.541073,0.0020,
Hoya,BACD15,1.62299,58.1230,1.62555,57.8733,0.544568,0.0007,
Hoya,BACD18,1.63854,55.4503,1.64129,55.1845,0.547479,-0.0010,
Hoya,LAC7,1.65160,58.4046,1.65426,58.1530,0.539745,-0.0035,
Hoya,LAC9,1.69100,54.6987,1.69401,54.4823,0.541969,-0.0080,
Hoya,LAC10,1.72000,50.3444,1.72341,50.1032,0.550277,-0.0074,
Hoya,LAC12,1.67790,55.5193,1.68081,55.2663,0.545257,-0.0033,
Hoya,LAC13,1.69350,53.3436,1.69660,53.1170,0.545693,-0.0067,
Hoya,LACL60,1.64000,60.2007,1.64254,60.0007,0.536117,-0.0039,
Hoya,E-FEL6,1.53172,48.8414,1.53431,48.5329,0.565599,0.0052,
Hoya,E-F1,1.62588,35.7410,1.63003,35.4815,0.587813,0.0038,
Hoya,E-F3,1.61293,36.9611,1.61686,36.6981,0.585085,0.0032,
Hoya,E-F8,1.59551,39.2211,1.59911,38.9467,0.580432,0.0026,
Hoya,E-FD1,1.71736,29.5009,1.72310,29.2679,0.603544,0.0083,
Hoya,E-FD4,1.75520,27.5308,1.76167,27.3124,0.609141,0.0103,
Hoya,E-FD7,1.63980,34.5710,1.64418,34.3076,0.591754,0.0056,
Hoya,E-FD10,1.72825,28.3208,1.73432,28.0997,0.605914,0.0085,
Hoya,E-FD15,1.69895,30.0509,1.70444,29.8144,0.602914,0.0086,
Hoya,E-FDS3,2.10420,17.0187,2.11935,16.8759,0.663125,0.0454,
Hoya,FDS24,1.92119,23.9565,1.93024,23.7657,0.620267,0.0150,
Hoya,FDS90,1.84666,23.7851,1.85505,23.5987,0.619247,0.0137,
Hoya,TAC2,1.74100,52.6026,1.74436,52.3775,0.544506,-0.0092,
Hoya,TAC4,1.73400,51.0547,1.73742,50.8183,0.550114,-0.0064,
Hoya,BAF10,1.67003,47.1970,1.67340,46.9025,0.564129,0.0008,
Hoya,BAF11,1.66672,48.2979,1.67000,47.9723,0.563552,0.0021,
Hoya,E-ADF10,1.61310,44.3612,1.61639,44.1315,0.560542,-0.0080,
Hoya,E-ADF50,1.65412,39.6211,1.65803,39.3873,0.573752,-0.0033,
Hoya,E-BACD10,1.62280,56.9115,1.62541,56.6253,0.546986,0.0009,
Hoya,E-BACED20,1.64850,53.0314,1.65141,52.7423,0.552145,-0.0008,
Hoya,E-BAF8,1.62374,47.0513,1.62689,46.7664,0.562673,-0.0010,
Hoya,E-LAF7,1.74950,35.0410,1.75456,34.7740,0.590686,0.0054,
Hoya,NBFD3,1.80450,39.6365,1.80932,39.3868,0.571480,-0.0055,
Hoya,NBFD12,1.79950,42.3406,1.80399,42.0918,0.564999,-0.0072,
Hoya,TAF2,1.79450,45.3870,1.79866,45.1466,0.557300,-0.0094,
Hoya,TAF3,1.80420,46.5031,1.80831,46.2597,0.558000,-0.0066,
Hoya,TAF4,1.78800,47.4944,1.79195,47.2593,0.553887,-0.0091,
Hoya,TAF5,1.81600,46.5725,1.82017,46.3219,0.556266,-0.0083,
Hoya,TAFD5F,1.83481,42.7223,1.83945,42.4699,0.565159,-0.0064,
Hoya,TAFD35,1.91082,35.2504,1.91695,35.0066,0.582261,-0.0027,
Hoya,TAFD37,1.90043,37.3710,1.90615,37.1216,0.577212,-0.0039,
Hoya,M-FCD1,1.49710,81.5605,1.49856,81.1570,0.538493,0.0369,1
Hoya,MP-FCD1-M20,1.49690,81.5230,1.49836,81.1153,0.536006,0.0342,1
Hoya,MC-FCD1-M20,1.49690,81.5230,1.49836,81.1153,0.536006,0.0342,1
Hoya,M-FCD500,1.55332,71.6854,1.55516,71.3216,0.540310,0.0211,1
Hoya,MP-FCD500-20,1.55352,71.7191,1.55536,71.3566,0.539823,0.0205,1
Hoya,MC-FCD500-20,1.55352,71.7191,1.55536,71.3566,0.539823,0.0205,1
Hoya,M-PCD4,1.61881,63.8561,1.62112,63.5556,0.541834,0.0083,1
Hoya,MP-PCD4-40,1.61921,63.8556,1.62152,63.5578,0.541844,0.0083,1
Hoya,MC-PCD4-40,1.61921,63.8556,1.62152,63.5578,0.541844,0.0083,1
